,0,1,2
2026,"United Way of Warren County, Ohio",64.48,1
2027,American Civil Liberties Union of Ohio Foundation,81.31,3
2028,Dayton Contemporary Dance Company,86.77,3
2029,Evangelistic Outreach Ministries,94.17,4
2030,Playhouse Square Foundation,92.5,4
2031,Heartbeat International,87.88,3
2032,Rescue Village,96.81,4
2033,SICSA Pet Adoption and Wellness Center,93.51,4
2034,Love Without Boundaries Foundation,91.68,4
2035,White Fields,73.9,2
2036,Oklahoma City Boathouse Foundation,93.9,4
2037,The Tulsa Symphony Orchestra,94.65,4
2038,Toby Keith Foundation,82.5,3
2039,Oklahoma Humane Society,84.27,3
2040,Oklahoma City Ballet,97.6,4
2041,Bartlesville Regional United Way,81.71,3
2042,Special Olympics Oklahoma,93.18,4
2043,Water4,83.13,3
2044,National Cowboy and Western Heritage Museum,86.55,3
2045,Regional Food Bank Foundation,94.36,4
2046,Tulsa Botanic Garden,84.68,3
2047,Tulsa Library Trust,87.5,3
2048,The Oklahoma City Museum of Art,86.96,3
2049,Oral Roberts Evangelistic Association,72.5,2
2050,"Boy Scouts of America, Indian Nations Council",91.53,4
2051,Camp Fire Green Country,84.08,3
2052,Jewish Federation of Tulsa,97.04,4
2053,YWCA OKC,100.0,4
2054,Philbrook Museum of Art,89.34,3
2055,YWCA Tulsa,88.86,3
2056,Oklahoma Medical Research Foundation,97.34,4
2057,Tulsa Area United Way,91.63,4
2058,United Way of Central Oklahoma,88.43,3
2059,Urban League of Greater Oklahoma City,81.92,3
2060,Hope Harbor Children's Home & Family Ministries,86.2,3
2061,Catholic Charities of the Archdiocese of Oklahoma City,87.1,3
2062,Tulsa Opera,78.57,2
2063,Mental Health Association in Tulsa,88.79,3
2064,Cookson Hills Christian School,91.15,4
2065,Tulsa Ballet,99.14,4
2066,United Way of Norman,76.06,2
2067,Science Museum Oklahoma,93.98,4
2068,World Neighbors,89.94,3
2069,"City Rescue Mission, Oklahoma City",86.57,3
2070,United Way of Ponca City,88.83,3
2071,Junior Achievement of Oklahoma,95.9,4
2072,Neighbor For Neighbor,92.84,4
2073,Crosstown Learning Center,92.71,4
2074,Allied Arts,83.55,3
2075,Tulsa Zoo Friends,84.96,3
2076,"Center for Children and Families, Inc",87.44,3
2077,World Compassion Terry Law Ministries,82.5,3
2078,Little Light House,94.82,4
2079,Street School,96.81,4
2080,Lyric Theatre,92.41,4
2081,Reaching Souls International,90.99,4
2082,Oklahoma Arts Institute,88.66,3
2083,"Domestic Violence Intervention Services, Inc. (DVIS)",90.47,4
2084,Restore Hope Ministries,93.84,4
2085,Emergency Infant Services,87.56,3
2086,Regional Food Bank of Oklahoma,94.36,4
2087,Ronald McDonald House Charities of Oklahoma City,73.88,2
2088,A Chance to Change,84.14,3
2089,Jesus House,94.93,4
2090,Make-A-Wish Oklahoma,79.94,2
2091,Community Food Bank of Eastern Oklahoma,100.0,4
2092,Adelante Mujeres,92.5,4
2093,Cat Adoption Team,97.5,4
2094,Classic Wines Auction,76.98,2
2095,Health In Harmony,88.34,3
2096,Oregon Health & Science University Foundation,97.19,4
2097,SnowCap Community Charities,90.74,4
2098,BRING Recycling,92.53,4
2099,Boys & Girls Club of Corvallis,98.26,4
2100,Holt International Children's Services,72.79,2
2101,The Oregon Community Foundation,93.36,4
2102,Chamber Music Northwest,93.74,4
2103,Oregon Wild,83.04,3
2104,Child Aid,85.98,3
2105,Grantmakers for Education,77.46,2
2106,Mike Silva International,78.61,2
2107,World Pulse Voices,73.7,2
2108,Village Missions,75.52,2
2109,Xerces Society for Invertebrate Conservation,88.14,3
2110,High Desert Museum,97.5,4
2111,Stand for Children Leadership Center,88.95,3
2112,New Buildings Institute,86.87,3
2113,Camphill Soltane Foundation,87.32,3
2114,Adult Congenital Heart Association,75.61,2
2115,Foundation for Individual Rights in Education,95.04,4
2116,Flashes of Hope,80.47,3
2117,Bryn Mawr Film Institute,85.34,3
2118,AIM for Seva,86.26,3
2119,American Bible Society,81.4,3
2120,Maccabi USA,78.22,2
2121,Barnabas Aid,67.44,1
2122,Heaven's Family,93.54,4
2123,The Challenge Program Inc.,59.13,1
2124,Friends of Ofanim,86.52,3
2125,Broad Street Ministry,87.97,3
2126,Community Partnership School,90.72,4
2127,Venture Outdoors,74.11,2
2128,Jon Bon Jovi Soul Foundation,90.0,4
2129,Medical Students for Choice,85.45,3
2130,Visioncorps Foundation,90.59,4
2131,The Pocket Testament League,92.21,4
2132,Philadelphia Academies Inc.,74.65,2
2133,Helping Harvest,87.5,3
2134,GBS|CIDP Foundation International,100.0,4
2135,Charcot-Marie-Tooth Association,99.31,4
2136,Domestic Violence Center of Chester County,96.41,4
2137,Philadelphia Chamber Music Society,86.41,3
2138,"Make-A-Wish® Philadelphia, Delaware & Susquehanna Valley",84.54,3
2139,Foundation of the Jewish Family & Childrens Services of Phila Inc.,88.27,3
2140,Women's Community Revitalization Project,94.21,4
2141,Next City,67.6,1
2142,American Anti-Vivisection Society,80.4,3
2143,The Committee of Seventy,87.28,3
2144,United Way of Southern Chester County,83.78,3
2145,The Academy of Natural Sciences of Drexel University,88.28,3
2146,Academy of Vocal Arts,80.16,3
2147,Jewish Family and Children's Service of Greater Philadelphia,88.27,3
2148,Big Brothers Big Sisters Independence Region,75.24,2
2149,Boys & Girls Club of Harrisburg,91.56,4
2150,"Boy Scouts of America, Hawk Mountain Council",82.64,3
2151,Boy Scouts of America Juniata Valley Council,87.01,3
2152,"Boy Scouts of America, Cradle of Liberty Council",90.14,4
2153,United Way of Lancaster County,86.56,3
2154,United Way of the Capital Region,87.15,3
2155,Alliance of Confessing Evangelicals,84.37,3
2156,Gershman Philadelphia Jewish Film Festival,68.7,1
2157,Pendle Hill,83.1,3
2158,Pennsylvania SPCA,88.8,3
2159,The Philadelphia Orchestra,79.71,2
2160,The Philadelphia Zoo,85.21,3
2161,VisionCorps,90.59,4
2162,Planned Parenthood Southeastern Pennsylvania,83.91,3
2163,Sunday Breakfast Rescue Mission,73.44,2
2164,Whosoever Gospel Mission,96.37,4
2165,"United Way of York County, Pennsylvania",94.51,4
2166,Settlement Music School,85.79,3
2167,Harrisburg Symphony Orchestra,84.7,3
2168,United Ukrainian American Relief Committee,90.0,4
2169,LancasterHistory.org,74.01,2
2170,Hillel of Greater Philadelphia,86.37,3
2171,Bucks County SPCA,95.76,4
2172,Humane Society of Harrisburg Area,89.56,3
2173,Philadelphia Museum of Art,92.3,4
2174,Philadelphia Futures,94.06,4
2175,Library Company of Philadelphia,81.36,3
2176,The Franklin Institute,87.07,3
2177,Associated Services for the Blind and Visually Impaired,72.07,2
2178,Brandywine Valley SPCA,92.5,4
2179,Woodmere Art Museum,82.57,3
2180,Humane Pennsylvania,95.0,4
2181,Bethesda Mission,86.85,3
2182,Hawk Mountain Sanctuary,87.88,3
2183,York County SPCA,81.32,3
2184,United Way of Bucks County,94.96,4
2185,"Animal Rescue League of Berks County, Inc.",100.0,4
2186,Montgomery County SPCA,87.52,3
2187,Liberty USO,79.24,2
2188,WHYY,88.14,3
2189,Providence Animal Center,86.48,3
2190,United Way of Lebanon County,85.44,3
2191,Jewish Federation of Greater Philadelphia,84.91,3
2192,Opera Company of Philadelphia,72.79,2
2193,Eisenhower Fellowships,92.54,4
2194,Police Athletic League of Philadelphia,76.61,2
2195,Allentown Art Museum,78.81,2
2196,United Way of Carlisle & Cumberland County,91.29,4
2197,United Way of Greater Philadelphia and Southern New Jersey,84.4,3
2198,Independence Seaport Museum,90.06,4
2199,WITF,77.36,2
2200,Pennsylvania Ballet,82.28,3
2201,Pearl S. Buck International,91.73,4
2202,InterServe USA,84.89,3
2203,United Way of Berks County,93.88,4
2204,WVIA Public Media,86.99,3
2205,Clean Air Council,96.51,4
2206,Lehigh Valley Community Foundation,97.5,4
2207,Little League Baseball,94.69,4
2208,Pennsylvania Adult & Teen Challenge,87.21,3
2209,ProJeCt of Easton,90.0,4
2210,Foreign Policy Research Institute,88.94,3
2211,Legacy Youth Tennis and Education,81.42,3
2212,Northeastern Pennsylvania Philharmonic Society,65.31,1
2213,Greater Philadelphia Cultural Alliance,87.77,3
2214,The National Centre for Padre Pio,82.57,3
2215,The African American Museum in Philadelphia,85.78,3
2216,Boys & Girls Clubs of Philadelphia,87.36,3
2217,Elmwood Park Zoo,95.0,4
2218,Juvenile Law Center,88.5,3
2219,Women's Way,94.66,4
2220,The Fabric Workshop and Museum,65.51,1
2221,Newport Art Museum ,70.86,2
2222,Boys & Girls Club of Pawtucket,85.12,3
2223,Jewish Alliance of Greater Rhode Island,95.65,4
2224,Westerly Public Library and Wilcox Park,84.05,3
2225,Rhode Island Historical Society,76.78,2
2226,Redwood Library & Athenaeum,63.62,1
2227,Providence Animal Rescue League,80.16,3
2228,Providence Public Library,84.06,3
2229,Newport Historical Society,81.64,3
2230,Audubon Society of Rhode Island,78.63,2
2231,Rhode Island Philharmonic Orchestra & Music School,84.53,3
2232,INSIGHT,91.19,4
2233,United Way of Rhode Island,81.15,3
2234,Boys & Girls Clubs of Newport County,94.17,4
2235,Potter League for Animals,89.98,3
2236,Save The Bay - Narragansett Bay,72.33,2
2237,Special Olympics of Rhode Island,86.11,3
2238,Rhode Island Community Food Bank,88.83,3
2239,Ronald McDonald House Charities of New England Inc.,71.02,2
2240,Rhode Island Public Radio,64.18,1
2241,Providence Rescue Mission,84.44,3
2242,Blithewold,81.99,3
2243,Rhode Island Zoological Society,74.65,2
2244,Gloria Gemma Breast Cancer Resource Foundation,85.56,3
2245,Plan International USA,77.04,2
2246,International Tennis Hall of Fame,76.62,2
2247,Community Preparatory School,82.5,3
2248,Trinity Repertory Company,87.07,3
2249,The Haitian Project,95.18,4
2250,Waterfire Providence,82.65,3
2251,The College Crusade of Rhode Island,87.6,3
2252,Naval War College Foundation,91.16,4
2253,American Leprosy Missions,78.51,2
2254,Dining for Women,84.75,3
2255,Metanoia,93.78,4
2256,Charleston Wine + Food,90.0,4
2257,Transitions Homeless Recovery Center,90.08,4
2258,Barrier Islands Free Medical Clinic,99.34,4
2259,Southeastern Children's Home,82.91,3
2260,Tara Hall,78.92,2
2261,Congressional Medal of Honor Foundation,92.84,4
2262,OneWorld Health,94.25,4
2263,International Primate Protection League,91.15,4
2264,Boys and Girls Club of Aberdeen Area,90.67,4
2265,Dakota Indian Foundation,0.0,0
2266,National Music Museum,76.48,2
2267,Friends of South Dakota Public Broadcasting,73.22,2
2268,Feeding South Dakota,94.88,4
2269,The CornerStone Rescue Mission,95.69,4
2270,Crazy Horse Memorial Foundation,77.62,2
2271,Boy Scouts of America Sioux Council,83.47,3
2272,YMCA of Sioux Falls,64.7,1
2273,Sioux Empire United Way,97.13,4
2274,Sioux Falls Area Humane Society,97.47,4
2275,United Way of the Black Hills,95.09,4
2276,Rapid City Club for Boys,65.83,1
2277,Junior Achievement of South Dakota,85.07,3
2278,Watertown Community Foundation,63.45,1
2279,Special Olympics South Dakota,99.4,4
2280,Make-A-Wish Foundation of South Dakota,92.45,4
2281,The Banquet,94.63,4
2282,South Dakota Community Foundation,91.97,4
2283,Black Hills Area Habitat for Humanity,97.5,4
2284,Native American Heritage Association,95.0,4
2285,Sacred Heart Center,58.07,1
2286,Four Bands Community Fund,87.5,3
2287,LifeLight Communications,85.0,3
2288,South Dakota Symphony Orchestra,96.38,4
2289,Boys & Girls Club of Brookings,99.05,4
2290,The Luke Society,90.45,4
2291,New Hope Uganda Ministries,75.0,2
2292,AMG International,87.11,3
2293,Presbyterian Lay Committee,51.44,0
2294,Ducks Unlimited,81.25,3
2295,The Dawson McAllister Association,70.07,2
2296,Hands and Feet Project,90.0,4
2297,Downline Ministries,76.48,2
2298,Trinity HOPE,99.14,4
2299,Proclaiming Justice to the Nations,60.3,1
2300,Soles4Souls,97.5,4
2301,ArtsBuild,77.28,2
2302,Big Brothers Big Sisters of Middle Tennessee,87.05,3
2303,Smoky Mountain Children's Home,82.5,3
2304,United Way of Blount County,99.57,4
2305,Memphis Zoo,76.1,2
2306,Humane Society of Memphis & Shelby County,78.17,2
2307,Special Olympics Tennessee,92.74,4
2308,Schoolseed Foundation,82.5,3
2309,African Leadership,74.85,2
2310,Show Hope,70.21,2
2311,Freedom in Christ Ministries,89.45,3
2312,ALSAC - St. Jude Children's Research Hospital,87.87,3
2313,Crescent Project,80.34,3
2314,CBMC,83.32,3
2315,Sword of the Lord,84.3,3
2316,Christian Medical & Dental Associations,82.43,3
2317,Wetlands America Trust,81.25,3
2318,Justice & Mercy International,91.15,4
2319,The Next Door,83.48,3
2320,Nashville Rescue Mission,82.08,3
2321,Asia Society Texas Center,86.61,3
2322,Patriot Paws Service Dogs,94.54,4
2323,Juliette Fowler Properties,90.0,4
2324,Marathon Kids,89.22,3
2325,National Math + Science Initiative,95.0,4
2326,American Heart Association,82.87,3
2327,Iran Alive Ministries,84.37,3
2328,e3 Partners Ministries,86.54,3
2329,Andy Roddick Foundation,89.58,3
2330,Common Threads,86.48,3
2331,Soldiers' Angels,90.0,4
2332,"Sewa International, Inc",100.0,4
2333,Baitulmaal AHED,92.5,4
2334,Prison Entrepreneurship Program,82.49,3
2335,Discovery Green Conservancy,97.01,4
2336,Texas Muslim Women's Foundation,94.28,4
2337,Caring for Cambodia,81.54,3
2338,George W. Bush Presidential Center,81.17,3
2339,Operation Finally Home,61.95,1
2340,National Football Foundation,78.01,2
2341,SMVA Trust,100.0,4
2342,Texas State Aquarium,89.8,3
2343,Museum of South Texas History,89.82,3
2344,Hiway 80 Rescue Mission Ministries,87.87,3
2345,Christ's Haven for Children,86.62,3
2346,Meals on Wheels Central Texas,80.79,3
2347,EvanTell,69.74,1
2348,Citizens for Animal Protection,87.84,3
2349,Assistance League of Austin,88.83,3
2350,"Christian Community Action, Texas",92.51,4
2351,Wildlands Network,86.85,3
2352,Clear Horizons Academy,76.25,2
2353,Best Friends Animal Society,70.58,2
2354,The Rescue Mission of Salt Lake,84.05,3
2355,The Christmas Box International,70.0,2
2356,Four Corners School of Outdoor Education,95.21,4
2357,Mentors International,87.5,3
2358,Utah Symphony & Opera,93.33,4
2359,Ronald McDonald House Charities of the Intermountain Area,94.78,4
2360,Make-A-Wish Foundation of Utah,85.1,3
2361,CHOICE Humanitarian,84.66,3
2362,Charity Vision,97.5,4
2363,Lifting Generations,92.32,4
2364,Globus Relief,97.5,4
2365,Hale Centre Theatre,95.0,4
2366,This Is The Place Foundation,95.0,4
2367,U.S. Ski and Snowboard Team Foundation,74.73,2
2368,HawkWatch International,88.47,3
2369,Utah Food Bank,94.73,4
2370,The Road Home,92.5,4
2371,YWCA Utah,97.4,4
2372,"Boy Scouts of America, Trapper Trails Council",85.0,3
2373,Utah Museum of Contemporary Art,70.85,2
2374,United Way of Northern Utah,100.0,4
2375,Junior Achievement of Utah,93.77,4
2376,United Way of Salt Lake,83.3,3
2377,Humane Society of Utah,88.19,3
2378,Ballet West,81.94,3
2379,Planned Parenthood Association of Utah,92.36,4
2380,Crossroads Urban Center,92.0,4
2381,Guadalupe School,89.31,3
2382,Special Olympics Utah,95.0,4
2383,Lantern House,98.86,4
2384,Voices for Utah Children,97.5,4
2385,Food and Care Coalition,87.45,3
2386,American Indian Services,94.35,4
2387,Tread Lightly!,88.69,3
2388,Adopt-A-Native-Elder Program,96.21,4
2389,Habitat for Humanity of Utah County,87.5,3
2390,Community Action Services and Food Bank,85.0,3
2391,Utah Festival Opera & Musical Theatre,94.01,4
2392,Park City Institute,74.02,2
2393,Fourth Street Clinic,89.91,3
2394,Friends of MS Charities,0.0,0
2395,Christian Center Of Park City,90.58,4
2396,Utah Sports Commission,91.16,4
2397,And Justice for All,91.28,4
2398,The Boys & Girls Clubs of Weber-Davis,87.38,3
2399,Eye Care for Kids,97.5,4
2400,Green Mountain Club,89.16,3
2401,New England Kurn Hattin Homes,88.27,3
2402,Boys & Girls Club of Burlington,82.08,3
2403,Shelburne Museum ,85.15,3
2404,Vermont Historical Society,82.81,3
2405,Fairbanks Museum & Planetarium,89.07,3
2406,Bennington Museum,87.4,3
2407,United Way of Northwest Vermont,88.7,3
2408,United Way of Addison County,94.48,4
2409,Planned Parenthood of Northern New England,86.67,3
2410,Vermont Natural Resources Council,94.72,4
2411,Yellow Barn,85.0,3
2412,Shelburne Farms,92.06,4
2413,Vermont Institute of Natural Science,87.92,3
2414,Vermont Public Radio,87.56,3
2415,Flynn Center for the Performing Arts,91.66,4
2416,Upper Valley Haven,89.14,3
2417,Preservation Trust of Vermont,97.5,4
2418,Committee on Temporary Shelter,86.39,3
2419,ReSOURCE,76.67,2
2420,ECHO Lake Aquarium and Science Center,94.14,4
2421,Population Media Center,100.0,4
2422,Himalayan Cataract Project,97.5,4
2423,Northern Stage Company,95.87,4
2424,Coming Clean,88.6,3
2425,Weston Playhouse Theatre,91.42,4
2426,Vermont PBS,90.71,4
2427,Vermont Foodbank,84.41,3
2428,Northeast Organic Farming Association of Vermont,100.0,4
2429,King Street Center,86.12,3
2430,"Friends of Hildene dba Hildene, The Lincoln Family Home",91.08,4
2431,The BOMA Project,92.44,4
2432,Russian Arts Foundation,100.0,4
2433,USO,78.91,2
2434,Mental Health America,88.29,3
2435,American Diabetes Association,57.87,1
2436,United Way Worldwide,92.5,4
2437,Horatio Alger Association of Distinguished Americans,90.0,4
2438,Asthma and Allergy Foundation of America,79.39,2
2439,March of Dimes,59.67,1
2440,National Council on Aging,83.21,3
2441,TechnoServe,79.77,2
2442,American Society of Transplant Surgeons,83.53,3
2443,National Arts Strategies,99.14,4
2444,"The ALS Association, National Office",91.96,4
2445,Galapagos Conservancy,84.69,3
2446,Interstitial Cystitis Association,71.82,2
2447,Rainforest Trust,100.0,4
2448,Equal Justice America,56.23,1
2449,Food Allergy Research & Education,81.92,3
2450,American Foundation for the Blind,66.47,1
2451,"Foundation for Physical Therapy Research,  Inc.",82.07,3
2452,Church Hill Activities and Tutoring,95.55,4
2453,Operation First Response,87.5,3
2454,Spirit of America,98.08,4
2455,NetHope,67.04,1
2456,Marine Toys for Tots Foundation,87.5,3
2457,Thanks USA,85.12,3
2458,Mercy Chefs,88.34,3
2459,Hope For The Warriors®,87.5,3
2460,The Joshua Fund,81.27,3
2461,Focused Ultrasound Foundation,94.54,4
2462,USO Foundation,78.91,2
2463,Colonial Heights Food Pantry,77.14,2
2464,Marine Corps Scholarship Foundation,75.77,2
2465,Institute for Global Engagement,73.48,2
2466,The American Spectator Foundation,80.0,3
2467,Community Foundation for a Greater Richmond,78.46,2
2468,Wolf Trap Foundation for the Performing Arts,93.71,4
2469,Young America's Foundation,92.32,4
2470,Academy of Fine Arts,92.54,4
2471,Virginia Museum of Contemporary Art,72.56,2
2472,Science Museum of Virginia Foundation,89.32,3
2473,United Way of Greater Richmond & Petersburg,92.27,4
2474,Bradley Free Clinic of Roanoke Valley,100.0,4
2475,Rare,87.62,3
2476,"The Women's Center, Virginia",81.19,3
2477,Meals On Wheels America,91.18,4
2478,Christian Alliance for Orphans,92.5,4
2479,Western Tidewater Free Clinic,82.5,3
2480,The National GEM Consortium,91.07,4
2481,Jamestown-Yorktown Foundation,81.62,3
2482,Montpelier Foundation,69.7,1
2483,Conquer Cancer Foundation of the American Society of Clinical Oncology,89.83,3
2484,Cheetah Conservation Fund,92.27,4
2485,Navy SEAL Foundation,100.0,4
2486,Prison Fellowship Ministries Foundation,74.7,2
2487,Coast Guard Mutual Assistance,98.0,4
2488,GRIST,98.0,4
2489,visionSynergy,76.86,2
2490,OneAmerica,85.24,3
2491,Water 1st International,78.56,2
2492,Camp Korey,68.74,1
2493,Jubilee REACH,75.61,2
2494,Center for Children & Youth Justice,84.57,3
2495,Malaria No More Fund,79.6,2
2496,Family Peace Association,66.15,1
2497,The Henry Art Gallery,78.31,2
2498,Second Harvest Inland Northwest,88.95,3
2499,Friends of KSPS,87.74,3
2500,Intiman Theatre,75.34,2
2501,Bainbridge Island Museum of Art,87.77,3
2502,Land Hope Life,65.2,1
2503,Big Life Foundation USA,97.5,4
2504,IslandWood,84.35,3
2505,Music For Life Institute,76.5,2
2506,Real Escape From the Sex Trade,80.72,3
2507,Chestnut Mountain Ranch,92.5,4
2508,CAMC Foundation,67.04,1
2509,Appalachian Trail Conservancy,88.27,3
2510,National Humane Education Society,78.82,2
2511,West Virginia Symphony Orchestra,75.52,2
2512,"Boy Scouts of America, Buckskin Council",85.57,3
2513,Huntington Museum of Art,82.34,3
2514,United Way of Central West Virginia,84.68,3
2515,United Way of Harrison County,97.07,4
2516,United Way of Monongalia and Preston Counties,89.68,3
2517,United Way of Southern West Virginia,75.26,2
2518,Facing Hunger,93.86,4
2519,Big Green Scholarship Foundation,88.28,3
2520,The Clay Center for the Arts & Sciences of West Virginia,86.79,3
2521,Union Mission,85.0,3
2522,United Way of the Eastern Panhandle,88.89,3
2523,Cornucopia Institute Incorporated,80.57,3
2524,National Archery in the Schools Program,87.04,3
2525,Radio Milwaukee,86.68,3
2526,Fidelis Center for Law and Justice,87.11,3
2527,"The River Food Pantry, Inc",94.15,4
2528,Ballotpedia,83.77,3
2529,"United Way of Washington County, WI",86.32,3
2530,Friends of Wisconsin Public Television,79.42,2
2531,Wisconsin Public Radio Association,90.44,4
2532,Coulee Region Humane Society,94.17,4
2533,Time of Grace Ministry,73.98,2
2534,9to5 National Association of Working Women,92.98,4
2535,InterVarsity Christian Fellowship/USA,85.18,3
2536,Fort Wilderness Ministries,85.99,3
2537,United Way of Greater Milwaukee & Waukesha County,90.13,4
2538,YMCA of the Fox Cities,95.65,4
2539,YMCA of Dane County,73.79,2
2540,Neighborhood House of Milwaukee,93.76,4
2541,YWCA of Greater Green Bay,95.27,4
2542,United Way of Kenosha County,93.45,4
2543,Boys & Girls Clubs of Greater Milwaukee,90.24,4
2544,Brown County United Way,85.0,3
2545,Kids Forward,87.73,3
2546,Milwaukee Jewish Federation,91.44,4
2547,Milwaukee Art Museum,91.81,4
2548,Catholic Charities of the Archdiocese of Milwaukee,82.5,3
2549,Dane County Humane Society,86.98,3
2550,COA Youth & Family Centers,95.28,4
2551,United Way of Racine County,78.34,2
2552,Bethesda Lutheran Communities,78.29,2
2553,United Way of Sheboygan County,89.25,3
2554,Goodwill Industries of Southeastern Wisconsin,85.0,3
2555,Wisconsin Humane Society,94.17,4
2556,United Way of Dane County,95.43,4
2557,Junior Achievement of Wisconsin,83.72,3
2558,"United Way of Portage County, WI",94.2,4
2559,Great Rivers United Way,95.0,4
2560,Planned Parenthood of Wisconsin,85.36,3
2561,Brain Chemistry Labs,89.77,3
2562,Grand Teton Music Festival,100.0,4
2563,Boys & Girls Clubs of Central Wyoming,87.84,3
2564,National Museum of Wildlife Art,81.25,3
2565,Buffalo Bill Center of the West,86.5,3
2566,United Way of Natrona County,74.95,2
2567,United Way of Laramie County,80.28,3
2568,Teton Science Schools,87.62,3
2569,Dancers Workshop,76.14,2
2570,United Way of Southwest Wyoming,85.43,3
2571,Jackson Hole Conservation Alliance,87.27,3
2572,Wyoming Outdoor Council,81.85,3
2573,Wyoming Community Foundation,84.05,3
2574,Boys & Girls Club of Cheyenne,98.02,4
2575,Community Center for the Arts,85.73,3
2576,Grand Teton National Park Foundation,96.07,4
