,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1786,"The United Way of Central Jersey provides leadership to create opportunities for a better life for people living or working in our community who are needy, at risk and vulnerable. We achieve this by mobilizing people, organizations and financial resources to create and sustain programs that achieve targeted outcomes and lasting change through volunteerism, partnerships services and advocacy. ",Live United,United Way of Central Jersey,Community Development,10,United Ways,42,Milltown,NJ,08850,91.16,4,,100,4,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Fund Raising Organizations That Cross Categories,Contributions are deductible,501(c)(3),5968134.0,6850839.0,87.5,3
1787,"New Jersey Audubon is a privately supported, not-for profit, statewide membership organization. Since 1897 NJ Audubon has been connecting people to nature. As one of the oldest independent Audubon societies, New Jersey Audubon fosters environmental awareness and a conservation ethic among New Jersey's citizens; protects New Jersey's birds, mammals, other animals, and plants, especially endangered and threatened species; and promotes preservation of New Jersey's valuable natural habitats. ",Fostering environmental awareness and a conservation ethic while preserving wildlife and natural systems,New Jersey Audubon Society,Environment,4,Environmental Protection and Conservation,11,Bernardsville,NJ,07924,83.91,3,,96,4,"Environmental Quality, Protection and Beautification ",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Natural Resources Conservation and Protection,Contributions are deductible,501(c)(3),28573914.0,9253856.0,77.6,2
1788,"Since 1929, The Seeing Eye has partnered with people who are blind who seek to enhance their independence, dignity, and self-confidence through the use of Seeing Eye dogs. About 14,000 of these specially bred and trained dogs have brought a new level of mobility, safety, and self-sufficiency to almost 8,000 men and women. Our students - people who are blind or visually impaired - come from all over the United States and Canada to spend up to a month training with a new Seeing Eye dog.",Independence and dignity since 1929,The Seeing Eye,Animals,1,"Animal Rights, Welfare, and Services",2,Morristown,NJ,07960,85.56,3,,100,4,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",School 170(b)(1)(A)(ii),"Blind/Visually Impaired Centers, Services ",Contributions are deductible,501(c)(3),359542214.0,76121809.0,79.58,2
1789,"With its mission ""to commit with equal passion to artistic excellence and engagement with its communities,"" the New Jersey Symphony Orchestra (NJSO) remains dedicated to providing world-class orchestral performance throughout the state, and to connect with its surrounding communities through a number of diverse educational engagement initiatives.

To fulfill this mission, the NJSO performs in seven venues and offers educational programming that allows it to reach nearly all 21 counties. Each year, the Orchestra typically engages more than 150,000 people, including 40,000 young people and their families. Through our great diversity of programming, we hope to ensure that music education and world-class orchestral music performance remain a vibrant and accessible part of the cultural fabric of the state of New Jersey.
",We commit with equal passion to artistic excellence and engagement with our communities,New Jersey Symphony Orchestra,"Arts, Culture, Humanities",2,Performing Arts,4,Newark,NJ,07102    ,84.63,3,,96,4,"Arts, Culture and Humanities",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Symphony Orchestras,Contributions are deductible,501(c)(3),12860950.0,13759453.0,78.64,2
1790,"Founded in 1939, St. Hubert's Animal Welfare Center serves animals and people with a wide variety of programs that nurture the human-animal bond and foster an environment in which people respect all living creatures. Services include direct rescue and care of thousands of animals every year including local and distance outreach partnership with small to national organizations, a vibrant Humane Education program including outreach to at-risk youth, a nationally renowned Behavior and Training Center, Pet Assisted Therapy, Pet Loss Support and Humane Outreach to assist pet-owners in need. St. Hubert's provides these services from 3 site locations in New Jersey: Madison, North Branch, and the new Noah's Ark Campus. We also have a Everyday adoption Center in the PetSmart in Mt. Olive. The center's provides 24/7 care and response and the shelter is open for adoptions and program services 363 days per year.",Enriching the lives of animals and people,St. Hubert's Animal Welfare Center,Animals,1,"Animal Rights, Welfare, and Services",2,Madison,NJ,07940,98.23,4,,100,4,,,,,,,,,,97.5,4
1791,"Incorporated in 1954, SAGE Eldercare is concerned with the health, happiness and general welfare of older citizens and their families. SAGE is distinguished among eldercare agencies with being both the oldest eldercare agency in New Jersey and one of the few not-for-profit eldercare agencies in the United States that offers a comprehensive array of services under one roof. SAGE has been a pioneer in providing community-based care for the elderly. SAGE started one of New Jersey's first Meals-on-Wheels programs in 1966 and opened one of New Jersey's first adult day care programs in 1975. SAGE offers eleven programs and serves 5,000 elders and their families annually in Union, Morris, Somerset and Essex Counties.",Because your home is a great place to age,SAGE Eldercare,Human Services,6,Social Services,29,Summit,NJ,07901,83.7,3,,85,3,Educational Institutions and Related Activities,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)","Scholarships, Student Financial Aid Services, Awards",Contributions are deductible,501(c)(3),6650626.0,4542523.0,82.5,3
1792,"The United States Equestrian Team Foundation (USET Foundation) supports equestrian athletes, promotes international excellence, and builds for the future of equestrian sports. The eight High Performance equestrian disciplines supported by the United States Equestrian Team Foundation are dressage, driving, endurance, eventing, para-dressage, reining, show jumping and vaulting. The USET Foundation's role is to help provide funding for the High Performance competition, training, coaching, travel and educational needs of America's elite and developing athletes and horses in partnership with the United States Equestrian Federation.","Supporting equestrian athletes, promoting international excellence, and building for the future",United States Equestrian Team Foundation,Human Services,6,Multipurpose Human Service Organizations,15,Gladstone,NJ,07934,90.8,4,,100,4,"Recreation, Sports, Leisure, Athletics",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Amateur Sports Competitions,Contributions are deductible,501(c)(3),28691003.0,15184427.0,87.0,3
1793,"The Jewish Federation of Somerset, Hunterdon and Warren Counties is the umbrella organization of the area's Jewish community, bringing together agencies, organizations, and communities to support and fulfill the needs of the Jewish people. The Federation raises funds to coordinate services and to help support agencies that touch the lives of Jews in Somerset, Hunterdon and Warren Counties, in Israel, and throughout the world. It provides information and referrals for a whole host of human needs, including relocation assistance, vocational issues, homelessness, nursing home placement, disability services, counseling, and many others.",Fulfilling the needs of Jewish people in the community,"Jewish Federation of Somerset, Hunterdon & Warren Counties",Community Development,10,Jewish Federations,43,Bridgewater,NJ,08807,84.07,3,,93,4,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Fund Raising Organizations That Cross Categories,Contributions are deductible,501(c)(3),685660.0,1938818.0,78.6,2
1794,"The National Council of Jewish Women, Essex County Section is a grassroots organization of volunteers and advocates who turn progressive ideals into action. Inspired by Jewish values, NCJW strives for social justice by improving the quality of life for women, children, and families and by safeguarding individual rights and freedoms. Founded in 1912, the Essex Section comprises a collaborative team including a 15-person executive committee, a 60-person section board, 12 staff members, dozens of committee chairs, and hundreds of active volunteers. Our offices are located in Livingston, New Jersey. Our work falls under three broad umbrellas: Community Services for women and children from all over Essex County, New Jersey, as well as the surrounding counties of Union and Morris, and other parts of the state; Events and Programs for our members and for the community at large, and Advocacy, locally and nationally, on behalf of issues that affect women, children, and families.",A Faith in the Future. A Belief in Action.,"National Council of Jewish Women, Essex County Section",Human Services,6,Children's and Family Services,17,Livingston,NJ,07039,90.93,4,,93,4,"Community Improvement, Capacity Building",Educational Organization,Subordinate - the organization is a subordinate in a group ruling.,Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Women's Service Clubs,Contributions are deductible,501(c)(3),4505649.0,1308227.0,89.26,3
1795,"Guided by the wisdom and values of our tradition of respect for all people, Jewish Family Service of MetroWest, New Jersey provides innovative, compassionate, and outstanding social services to enhance the independence and well-being of individuals and families throughout all stages of life. Jewish Family Service of MetroWest aims to be the premier Agency within the MetroWest, New Jersey area providing for the social services and mental health needs of the greater community with unparalleled professionalism, humanity, and respect for all who seek its support.",We are here to help.,Jewish Family Service of Metrowest New Jersey,Human Services,6,Children's and Family Services,17,Florham Park,NJ,07932,84.72,3,,100,4,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Private Grantmaking Foundations,Contributions are deductible,501(c)(3),8084907.0,5505984.0,78.4,2
1796,"Animal Welfare Association's mission is to eliminate <br>animal suffering, promote the importance of the human-animal bond, & improve the role of animals in the well-being of people.<br><br>AWA's vision is to create a compassionate community, by serving as a resource for pet lovers/pet owners in need, & by envisioning achieving zero tolerance for companion animals needlessly suffering and dying in our South Jersey community. <br><br>AWA successfully provides traditional animal sheltering, pet retention counseling, adoptions, foster care, pet behavioral rehabilitation/training & veterinary care. <br><br>However, AWA has always been more than a typical animal shelter. It has been dedicated to improving the lives of pets & people through educational campaigns, direct action, & strategic programming with an emphasis on special needs groups.",Caring for animals . . .benefiting people,Animal Welfare Association,Animals,1,"Animal Rights, Welfare, and Services",2,Voorhees,NJ,08043,81.91,3,,81,3,Animal-Related,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",Animal Protection and Welfare,Contributions are deductible,501(c)(3),7453090.0,6061738.0,82.88,3
1797,"Junior Achievement of New Jersey is dedicated to educating young people about business, economics and free enterprise. Through a dedicated volunteer network, Junior Achievement of New Jersey offers in-school and after-school programs for students in grades K-12. Our comprehensive curriculum, developed in partnership with educators, reinforces and supplements NJ's core curriculum standards from kindergarten through high school. JA programs focus on seven key content areas: business, citizenship, economics, entrepreneurship, ethics/character, financial literacy, and career development.",Empowering young people to own their economic success,Junior Achievement of New Jersey,Education,3,Youth Education Programs and Services,40,Edison,NJ,08837,85.54,3,,93,4,"International, Foreign Affairs and National Security",Educational Organization,Subordinate - the organization is a subordinate in a group ruling.,Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),International Economic Development,Contributions are deductible,501(c)(3),1933594.0,2964579.0,80.79,3
1798,"United Way of Monmouth and Ocean Counties (UWMOC) mobilizes donors, volunteers and community partners to improve the lives of youth and their families. UWMOC works to ensure that every child is successful, every family is financially stable, and every community we serve is stronger.",LIVE UNITED.,United Way of Monmouth and Ocean Counties,Community Development,10,United Ways,42,Wall,NJ,07753,81.24,3,,100,4,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),2424543.0,2805383.0,73.48,2
1799,"Summit Speech School, located in New Providence, New Jersey, was founded in 1967. It is the mission of Summit Speech School to empower children with hearing loss to become effective communicators using Listening and Spoken Language. The School is one of only 51 private oral/OPTION schools in the country and the first in New Jersey to teach children who are deaf and hard of hearing to listen and talk using hearing technology. Approximately 4,000 children from more than 230 communities throughout New Jersey have attended the school. Each year the School educates more than 300 children with hearing loss, ages birth through high school. The School also shares its expertise with the wider education and medical community. The School's Vision is to lead, educate, and nurture New Jersey's children, families, and professionals by providing best practice in oral deaf education through innovative communication strategies, state of the art technology, and research-based educational practices.",Teaching New Jersey's children with hearing loss to listen through hearing technology and talk on par with hearing peers,Summit Speech School,Education,3,Special Education,38,New Providence,NJ,07974,79.4,2,,96,4,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",School 170(b)(1)(A)(ii),,Contributions are deductible,501(c)(3),7346276.0,5725941.0,71.15,2
1800,"Gottesman RTW Academy, founded in 1967, is a co-educational pluralistic, Jewish community day school serving approximately 200 children starting with infant care to early childhood education through eighth grade. Gottesman RTW Academy maintains high standards of academic excellence and nurtures students in an environment infused with the richness of Jewish life. GRTWA inspires intellectual curiosity, critical thinking, and personal integrity to enable our students to emerge as lifelong learners, compassionate individuals, and successful members of society who are rooted in their heritage. As a community day school, GRTWA welcomes families from a wide range of Jewish backgrounds, reflecting the diversity of the American Jewish community today.",Maintaining high standards of academic excellence in an environment infused with the richness of Jewish life.,Gottesman RTW Academy,Education,3,Youth Education Programs and Services,40,Randolph,NJ,07869,89.24,3,,85,3,,Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",School 170(b)(1)(A)(ii),,Contributions are deductible,501(c)(3),20360308.0,5047567.0,97.5,4
1801,"WheatonArts and Cultural Center engages artists and audiences in an evolving exploration of creativity. We are a leading resource of American craft with an emphasis on the medium of glass, a stronghold in New Jersey's cultural history. Programs include museum and gallery exhibits; interpretive demonstrations in various craft mediums; an artist fellowship program; outreach and on-site school programs; and collector's seminars. All serve to educate a multi-level audience on the role of the crafts in both traditional and contemporary life.",A national cultural treasure,WheatonArts and Cultural Center,Education,3,Youth Education Programs and Services,40,Millville,NJ,08332,71.58,2,,66,1,,Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),5125326.0,2774574.0,78.57,2
1802,"The mission of United Way of Greater Union County is to ensure the health and human service needs of the community are identified and addressed in ways that create a better quality of life for the residents of Greater Union County. We will accomplish our mission by providing strategic leadership, forging and leveraging partnerships, and by securing the resources necessary to develop and implement lasting solutions to critical health and human services needs and their root causes. For over 90 years, United Way of Greater Union County has been working to improve the lives of everybody throughout Greater Union County.",Live United,United Way of Greater Union County,Community Development,10,United Ways,42,Elizabeth,NJ,07202,85.82,3,,89,3,"Philanthropy, Voluntarism and Grantmaking Foundations",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Fund Raising Organizations That Cross Categories,Contributions are deductible,501(c)(3),3985531.0,4820588.0,83.24,3
1803,"Founded in 1970, the Multiple Sclerosis Association of America (MSAA) is a national 501(c)(3) charitable organization dedicated to being a leading resource for the entire MS community, improving lives today through vital services and support. Programs include a Helpline with trained specialists; award-winning educational videos and publications, including MSAA's magazine, The Motivator; safety and mobility equipment distribution; cooling accessories for heat-sensitive individuals; MRI Access Fund to support diagnostic and follow-up MRIs; educational programs held across the country; online peer-to-peer community; Lending Library program and other services. MSAA also offers tools to help manage the ever-changing course of multiple sclerosis. These tools include our free mobile phone app, My MS Manager, our SEARCH program to help identify treatment medications, and our Resources Locator database to search for MS-specific resources. <br><br> ",Improving Lives Today! ,Multiple Sclerosis Association of America,Health,5,Patient and Family Support,34,Cherry Hill,NJ,08034   ,72.42,2,,97,4,"Diseases, Disorders, Medical Disciplines",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Nerve, Muscle and Bone Diseases",Contributions are deductible,501(c)(3),7274225.0,10178950.0,61.12,1
1804,"Founded in 1963, the Shakespeare Theatre of New Jersey is the state's largest professional theatre company dedicated to the presentation of Shakespeare's canon and other classic dramatic entertainments for the cultural enrichment of the community. The artists and trustees of The Shakespeare Theatre of New Jersey bring dramatic masterpieces of the past to dynamic new life in order to inspire present lives as well as future visions for the world. We are a teaching theatre, fervently dedicated to providing transformative experiences through our live performance of the classics. We integrate education and learning into all our endeavors, while promoting literacy, a culture of enlightenment, a dedication to excellence, and a keen awareness of how the arts are a necessity to the health of the collective mind and soul of any great civilization.", New Jersey's only professional theatre company dedicated to Shakespeare's canon and other classic masterworks,The Shakespeare Theatre of New Jersey,"Arts, Culture, Humanities",2,Performing Arts,4,Florham Park,NJ,07932,77.26,2,,70,2,"Arts, Culture and Humanities",Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",Theater,Contributions are deductible,501(c)(3),8886398.0,3746115.0,88.45,3
1805,"The Hemophilia Association of New Jersey (HANJ) was founded in August 1971 by 10 concerned families, and offers assistance to persons with hemophilia and their families from our office located in East Brunswick, New Jersey. Our mission is to improve the quality of life for persons with a bleeding disorder by providing and maintaining access to highly qualified medical treaters and successfully proven medical regimens. The services and programs HANJ offers its members are the life's blood of our organization. HANJ has a long history of innovative programs and legislative accomplishments. Services include our Insurance Grant; Hemophilia Homecare Standards; Campership and Scholarship programs; and the Women's Committee.",Making life easier,Hemophilia Association of New Jersey,Health,5,"Diseases, Disorders, and Disciplines",13,East Brunswick,NJ,08816,78.05,2,,77,2,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),4718262.0,1669986.0,79.17,2
1806,"The American Civil Liberties Union of New Jersey Foundation supports the American Civil Liberties Union of New Jersey's (ACLU-NJ) work to provide assistance to those denied their civil liberties. The ACLU of New Jersey is located in Newark and implements legal, legislative, public education programs in conjunction with large numbers of volunteers to advance the ACLU's goals of liberty and justice for all.",Because Freedom Can't Protect Itself,American Civil Liberties Union of New Jersey Foundation,Human and Civil Rights,8,Advocacy and Education,21,Newark,NJ,07101,91.15,4,,96,4,"Civil Rights, Social Action, Advocacy",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Civil Liberties Advocacy,Contributions are deductible,501(c)(3),6390671.0,2441022.0,88.15,3
1807,"Founded in 1973, the Education Law Center (ELC) serves as a voice for New Jersey's public school children and advocates for equal educational opportunity and education justice in the United States. ELC promotes educational equity through coalition building, litigation support, policy development, communications, and action-focused research in New Jersey, in other states, and at the federal level. ELC's legal and policy advocacy works to advance the provision of fair school funding, high quality early education, safe and adequate school facilities, and school reform, especially to schools serving high concentrations of at-risk students and students with disabilities and other special needs.",Advocates for education justice.,Education Law Center,Human and Civil Rights,8,Advocacy and Education,21,Newark,NJ,07102,84.43,3,,85,3,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),1572537.0,2165524.0,83.89,3
1808,"Founded in 1974, The Talmudic Research Center of Northern New Jersey aims to conduct advanced theological seminary for Orthodox Jewish students to train them for the Rabbinate and community leadership.",Conducting advanced theological seminary for training of Orthodox Jewish students,Talmudic Research Center of Northern New Jersey,Religion,9,Religious Activities,26,Passaic,NJ,07055,60.36,1,,44,0,,Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",School 170(b)(1)(A)(ii),,Contributions are deductible,501(c)(3),5671961.0,4932893.0,97.5,4
1809,"Big Brothers Big Sisters of Coastal and Northern New Jersey provides one-to-one mentoring for youth ages 6-18 through our Community Based, School Based, Workplace, College, Bigs in Blue, Kids Club, and Back on Track Programs. By placing children in a quality mentoring relationship, we are able to provide them with the tools they need to become competent, conﬁdent, and caring members of their community.",Defenders of Potential.,Big Brothers Big Sisters of Coastal and Northern New Jersey,Human Services,6,"Youth Development, Shelter, and Crisis Services",16,Asbury Park,NJ,07712,76.25,2,,70,2,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),,Contributions are deductible,501(c)(3),861151.0,1302522.0,84.9,3
1810,"The Valerie Fund was established in 1976 in memory of nine-year-old Valerie Goldstein by her parents, Ed and Sue. The Valerie Fund's mission is to provide support for the comprehensive health care of children with cancer and blood disorders. Today there are seven Valerie Fund Children's Centers for Cancer and Blood Disorders located in major hospitals in the tri-state area, providing caring and comprehensive health care to more than 5,000 children and their families each year. We bring state-of-the-art treatment centers close to the home, provide counseling and child development activities, make a summer camp experience that creates a one week miracle for children with cancer, and do thousands of other things large and small that collectively make a difference.",Supporting comprehensive health care services for children with cancer and blood disorders,The Valerie Fund,Health,5,Patient and Family Support,34,Maplewood,NJ,07040,92.19,4,,93,4,,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",,Contributions are deductible,501(c)(3),11952862.0,7047827.0,91.47,4
1811,"WBGO is a publicly-supported, cultural institution that champions jazz and presents news to a worldwide audience through radio, other technologies and events. Organizational values that guide WBGO in accomplishing its mission are: a belief in the vibrancy and continuance of jazz as a cultural art form; educational outreach is an important part of the station's programming; a diverse, open workplace that supports the development and enhancement of the staff's talents and skills; and listeners, members and the general public deserve to be treated with respect, quality service and information.",The world's premiere jazz radio station,WBGO,"Arts, Culture, Humanities",2,Public Broadcasting and Media,5,Newark,NJ,07102,84.98,3,,93,4,"Arts, Culture and Humanities",Educational Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",Radio,Contributions are deductible,501(c)(3),5008356.0,6326458.0,79.96,2
1812,"Jewish Family & Children's Service of Greater Monmouth County provides innovative, responsive, cost effective, non-sectarian human services that enhance the quality of life for children, families and the aged in our community, while reflecting the shared compassion, ancient wisdom and unifying traditions of Judaism. In 2017, we celebrated 42 years of providing comprehensive, caring social services. We are licensed by the State of NJ to provide outpatient mental health counseling, outpatient addiction treatment and as custodians of over 80 years of Monmouth County adoption records- we provide adoption search and reunion services. Other major program and service efforts include ; food programs, service for the elderly , child and adolescent therapy and socialization programs.   ",Providing comprehensive social services,Jewish Family & Children's Service of Greater Monmouth County,Human Services,6,Children's and Family Services,17,Asbury Park,NJ,07712,93.62,4,,96,4,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),"Ethnic, Immigrant Centers, Services",Contributions are deductible,501(c)(3),2889558.0,3236741.0,91.92,4
1813,"Founded in 1976, Jersey Battered Women's Service (JBWS) in Morris County, NJ is a full-service domestic violence and domestic abuse prevention agency with volunteer opportunities. The services include a 24-hour hotline; counseling; safe house; transitional living; children's services; life skills education; vocational counseling; batterer's intervention; legal assistance; teen dating violence services; professional training, education and youth prevention programs; and the Morris Family Justice Center. The mission of JBWS is the prevention of domestic violence through the protection and empowerment of the victim, the rehabilitation of family members, the advocacy for social reform to prevent partner violence, and the education of the public about domestic violence and its consequences.",Helping those hurt by domestic abuse.,Jersey Battered Women's Service,Human Services,6,Social Services,29,Morristown,NJ,07962,98.33,4,,100,4,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Hospital or medical research organization 170(b)(1)(A)(iii),"Family Violence Shelters, Services",Contributions are deductible,501(c)(3),10958146.0,5295957.0,97.65,4
1814,"Since 1968, Trinity Counseling Service (TCS) has been serving the clinical and counseling needs of the greater Princeton community. TCS provider that offers high quality counseling services from experienced clinicians. In 1977, TCS incorporated as an independent, not-for-profit with a strong foundation of community leaders assuming governance and oversight responsibilities for the growing organization. Since that time, many thousands of individuals, families, students, and the burgeoning immigrant population that helps make Princeton a diverse and vibrant community, have benefitted from the compassionate care and high quality therapy that are the hallmarks of TCS.",Healing minds. Strengthening hearts. Enhancing lives... One at a time.,Trinity Counseling Service,Human Services,6,Children's and Family Services,17,Princeton,NJ,08540,75.16,2,,93,4,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)",Family Counseling,Contributions are deductible,501(c)(3),7088479.0,1315027.0,65.58,1
1815,"The Center for Food Action (CFA), founded in 1976, is a non-profit that provides emergency services to northern New Jersey's poorest and most vulnerable residents. CFA provides food, housing, utility, and heating assistance and offers counseling and advocacy services to low-income individuals and families. CFA is headquartered in Englewood and has sites in Hackensack, Mahwah, Ringwood, Saddle Brook, and the campus of Bergen Community College.",  ,Center for Food Action in New Jersey,Human Services,6,"Food Banks, Food Pantries, and Food Distribution",18,Englewood,NJ,07631,87.74,3,,92,4,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).","Organization that normally receives no more than one-third of its support from gross investment income and unrelated business income and at the same time more than one-third of its support from contributions, fees, and gross receipts related to exempt purposes.  509(a)(2)","Emergency Assistance (Food, Clothing, Cash)",Contributions are deductible,501(c)(3),3242978.0,8447671.0,84.62,3
1816,"Founded in 1979, Jewish Family Services of Middlesex County is a nonprofit organization serving everyone who lives in Middlesex County and the surrounding environs. Jewish Family Services is committed to helping individuals and families realize a fulfilling life experience at home, in the workplace, and in the community by providing effective social services, counseling, and advocacy through responsive, innovative programs. The agency brings to the community a variety of hands-on, innovative solutions administered by skilled professionals, with the support of a dedicated Board of Trustees and a cadre of energetic volunteers. Jewish Family Services is a full service agency, which annually helps over 25,000 members of our community address problems that may be too complex or overwhelming to deal with alone.","Helping all individuals and families in need realize an improved life experience at home, in the workplace, and in the community",Jewish Family Services of Middlesex County,Human Services,6,Children's and Family Services,17,Milltown,NJ,08850,89.02,3,,96,4,Human Services - Multipurpose and Other,Charitable Organization,"Independent - the organization is an independent organization or an independent auxiliary (i.e., not affiliated with a National, Regional, or Geographic grouping of organizations).",Organization which receives a substantial part of its support from a governmental unit or the general public   170(b)(1)(A)(vi),Human Service Organizations - Multipurpose,Contributions are deductible,501(c)(3),961785.0,4639252.0,85.0,3
