,0,1,2,3,4
1710,Spread the Word Nevada,96,4,95.13,4
1711,Las Vegas Rescue Mission,100,4,77.68,2
1712,Goodwill of Southern Nevada,100,4,70.0,2
1713,Nevada Public Radio Corporation,92,4,71.94,2
1714,Three Square,100,4,95.12,4
1715,Boys & Girls Clubs of Elko,89,3,66.64,1
1716,Society for the Protection of New Hampshire Forests,93,4,95.53,4
1717,The Granite YMCA,96,4,89.51,3
1718,YMCA of Greater Nashua,92,4,63.01,1
1719,New Hampshire Association for the Blind,97,4,82.12,3
1720,Mount Washington Observatory,93,4,72.27,2
1721,Monadnock United Way,100,4,89.42,3
1722,The Pope Memorial SPCA of Concord-Merrimack County,74,2,83.65,3
1723,Boys & Girls Clubs of Central New Hampshire,88,3,93.85,4
1724,Strawbery Banke Museum,100,4,81.33,3
1725,New Hampshire Public Radio,96,4,86.87,3
1726,The Gibson Center for Senior Services,96,4,72.55,2
1727,Nashua Soup Kitchen & Shelter,88,3,92.89,4
1728,Make-A-Wish Foundation of New Hampshire,97,4,88.74,3
1729,CATCH Neighborhood Housing,100,4,77.89,2
1730,Boys & Girls Club of Souhegan Valley,89,3,93.11,4
1731,New Hampshire SPCA,100,4,89.9,3
1732,New Hampshire Audubon,89,3,80.07,3
1733,Monadnock Humane Society,100,4,81.65,3
1734,New Hampshire Charitable Foundation,97,4,88.94,3
1735,Granite United Way,100,4,81.69,3
1736,New Hampshire Humane Society,100,4,85.45,3
1737,United Way of Greater Nashua,93,4,92.5,4
1738,Evangelistic Association of New England,96,4,86.75,3
1739,The MacDowell Colony,96,4,76.42,2
1740,Cross Roads House,89,3,92.94,4
1741,David's House,89,3,72.18,2
1742,FIRST,97,4,95.0,4
1743,Harris Center for Conservation Education,89,3,100.0,4
1744,Special Olympics New Hampshire,71,2,72.48,2
1745,LISTEN Community Services,100,4,92.11,4
1746,The Cousteau Society,52,0,62.3,1
1747,Upper Valley Humane Society,89,3,83.6,3
1748,Girls Inc. of New Hampshire,93,4,85.09,3
1749,The Water Project,100,4,96.1,4
1750,Grassroot Soccer,100,4,99.0,4
1751,NHSPCA Trust,100,4,89.9,3
1752,Adler Aphasia Center,100,4,85.12,3
1753,Radio Visión Cristiana,71,2,66.89,1
1754,New York City Relief/The Relief Bus,100,4,78.87,2
1755,Mesorah Heritage Foundation,86,3,99.4,4
1756,American Friends of Yad Eliezer,96,4,92.5,4
1757,OneFamily Fund,100,4,82.88,3
1758,Rising Tide Capital,93,4,90.15,4
1759,United States Golf Association,100,4,89.94,3
1760,Learning Ally,96,4,83.23,3
1761,Kidney & Urology Foundation of America,62,1,74.87,2
1762,Tomorrows Children's Fund,85,3,78.12,2
1763,Contemplative Outreach,81,3,74.91,2
1764,American Friends of Rabbinical College of Telzstone,67,1,79.09,2
1765,Covenant House New Jersey,100,4,90.25,4
1766,Aish New York,74,2,72.65,2
1767,BLESS USA,55,1,78.62,2
1768,Jewish Foundation for the Righteous,97,4,83.22,3
1769,National Police Defense Foundation,86,3,76.28,2
1770,Parkinson's Unity Walk,78,2,55.96,1
1771,Worldwide Orphans Foundation,100,4,78.77,2
1772,Charity Navigator,100,4,89.24,3
1773,Sharsheret,100,4,96.7,4
1774,American Friends of Leket Israel,82,3,88.33,3
1775,Jewish Federation of Atlantic and Cape May Counties,85,3,85.37,3
1776,Boys & Girls Club of Mercer County,96,4,84.62,3
1777,Jewish Family & Children's Service of Greater Mercer County,96,4,87.5,3
1778,"Garden State Council, Boy Scouts of America",81,3,73.55,2
1779,Boy Scouts of America Monmouth Council,89,3,87.6,3
1780,Uih Family Partners,89,3,76.19,2
1781,The Watershed Institute,92,4,95.35,4
1782,Rescue Mission of Trenton,100,4,95.0,4
1783,Monmouth County SPCA,93,4,85.42,3
1784,Goodwill Industries of Southern NJ and Philadelphia,93,4,83.73,3
1785,United Way of Greater Mercer County,100,4,84.02,3
1786,Boys & Girls Club of Monmouth County,89,3,91.88,4
1787,Woodrow Wilson National Fellowship Foundation,89,3,87.5,3
1788,America's Keswick,82,3,86.52,3
1789,McCarter Theatre Center for the Performing Arts,97,4,92.7,4
1790,American Repertory Ballet,89,3,79.0,2
1791,United Way of Gloucester County,100,4,87.58,3
1792,Camp Nejeda Foundation,93,4,95.46,4
1793,Associated Humane Societies,100,4,82.59,3
1794,Goodwill Rescue Mission,70,2,65.11,1
1795,United Way of Hudson County,93,4,72.04,2
1796,Jewish Federation of Greater Metrowest NJ,96,4,93.31,4
1797,United Way of Northern New Jersey,89,3,79.05,2
1798,Newark Museum,96,4,75.29,2
1799,Jewish Family Service Agency of Central New Jersey,93,4,77.5,2
1800,Metropolitan YMCA of the Oranges,96,4,98.34,4
1801,Montclair Art Museum,100,4,78.48,2
1802,The Jewish Federation in the Heart of New Jersey,93,4,92.25,4
1803,Morris Museum,89,3,83.84,3
1804,United Way of Central Jersey,100,4,87.5,3
1805,New Jersey Audubon Society,96,4,77.6,2
1806,The Seeing Eye,100,4,79.58,2
1807,New Jersey Symphony Orchestra,96,4,78.64,2
1808,St. Hubert's Animal Welfare Center,100,4,97.5,4
1809,SAGE Eldercare,85,3,82.5,3
1810,United States Equestrian Team Foundation,100,4,87.0,3
1811,"Jewish Federation of Somerset, Hunterdon & Warren Counties",93,4,78.6,2
1812,"National Council of Jewish Women, Essex County Section",93,4,89.26,3
1813,Jewish Family Service of Metrowest New Jersey,100,4,78.4,2
1814,Jewish Community Foundation of MetroWest New Jersey,96,4,93.31,4
1815,Animal Welfare Association,81,3,82.88,3
1816,Junior Achievement of New Jersey,93,4,80.79,3
1817,United Way of Monmouth and Ocean Counties,100,4,73.48,2
1818,Summit Speech School,96,4,71.15,2
1819,Gottesman RTW Academy,85,3,97.5,4
1820,WheatonArts and Cultural Center,66,1,78.57,2
1821,United Way of Greater Union County,89,3,83.24,3
1822,Multiple Sclerosis Association of America,97,4,61.12,1
1823,The Shakespeare Theatre of New Jersey,70,2,88.45,3
1824,Hemophilia Association of New Jersey,77,2,79.17,2
1825,American Civil Liberties Union of New Jersey Foundation,96,4,88.15,3
1826,Education Law Center,85,3,83.89,3
1827,Talmudic Research Center of Northern New Jersey,44,0,97.5,4
1828,Big Brothers Big Sisters of Coastal and Northern New Jersey,70,2,84.9,3
1829,The Valerie Fund,93,4,91.47,4
1830,WBGO,93,4,79.96,2
1831,Jewish Family & Children's Service of Greater Monmouth County,96,4,91.92,4
1832,Jersey Battered Women's Service,100,4,97.65,4
1833,Trinity Counseling Service,93,4,65.58,1
1834,Center for Food Action in New Jersey,92,4,84.62,3
1835,Jewish Family Services of Middlesex County,96,4,85.0,3
1836,Community Foundation of New Jersey,100,4,97.5,4
1837,"The Blue Army of Our Lady of Fatima, U.S.A.",66,1,93.74,4
1838,Liberty Science Center,89,3,96.74,4
1839,Princeton Symphony Orchestra,100,4,97.74,4
1840,Tri-County Scholarship Fund,100,4,96.87,4
1841,Several Sources Shelters,89,3,86.18,3
1842,RWJ University Hospital Foundation,93,4,86.34,3
1843,Trenton Area Soup Kitchen,100,4,95.74,4
1844,Great Swamp Watershed Association,100,4,94.45,4
1845,Arts Horizons,85,3,57.14,1
1846,Community FoodBank of New Jersey,100,4,86.41,3
1847,Eva's Village,100,4,95.0,4
1848,Ronald McDonald House of Southern New Jersey,100,4,89.05,3
1849,United Way of Hunterdon County,100,4,83.05,3
1850,Share & Care Foundation,100,4,89.69,3
1851,Make-A-Wish Foundation of New Jersey,97,4,84.28,3
1852,"Homeless Solutions, Inc.",92,4,80.06,3
1853,Center for Civic Policy,85,3,99.48,4
1854,The Notah Begay III Foundation,89,3,86.93,3
1855,New Mexico BioPark Society,100,4,63.33,1
1856,United Way of Northern New Mexico,96,4,75.0,2
1857,International Folk Art Alliance,92,4,86.31,3
1858,American Indian Science and Engineering Society,100,4,87.77,3
1859,Boys & Girls Clubs of Central New Mexico,89,3,85.69,3
1860,Navajo Ministries,85,3,75.68,2
1861,School for Advanced Research,100,4,79.66,2
1862,The Santa Fe Opera,85,3,87.59,3
1863,United Way of Santa Fe County,100,4,94.17,4
1864,Albuquerque Museum Foundation,89,3,80.56,3
1865,Museum of New Mexico Foundation,90,4,95.98,4
1866,Animal Humane New Mexico,100,4,85.76,3
1867,Hosanna/Faith Comes By Hearing,100,4,96.3,4
1868,Santa Fe Chamber Music Festival,89,3,80.3,3
1869,New Mexico Museum of Natural History Foundation,85,3,68.42,1
1870,Special Olympics New Mexico,89,3,73.15,2
1871,United Way of Central New Mexico,100,4,82.5,3
1872,Roadrunner Food Bank of New Mexico,100,4,85.25,3
1873,Ronald McDonald House Charities of New Mexico,96,4,85.58,3
1874,Albuquerque Community Foundation,100,4,82.76,3
1875,Santa Fe Institute,96,4,85.37,3
1876,Make-A-Wish Foundation of New Mexico,97,4,90.25,4
1877,Center for Action and Contemplation,89,3,85.28,3
1878,Greater Albuquerque Habitat for Humanity,100,4,86.53,3
1879,Santa Fe Botanical Garden,92,4,80.95,3
1880,Santa Fe Art Institute,85,3,80.26,3
1881,Española Humane,100,4,93.94,4
1882,WildEarth Guardians,93,4,89.32,3
1883,SITE Santa Fe,89,3,89.52,3
1884,The Food Depot,100,4,97.5,4
1885,DreamSpring,100,4,90.0,4
1886,NDI New Mexico,100,4,83.47,3
1887,Bioneers,89,3,88.03,3
1888,Georgia O'Keeffe Museum,96,4,72.09,2
1889,Lensic Performing Arts Center,96,4,90.51,4
1890,New Mexico Wilderness Alliance,93,4,96.21,4
1891,Iranian American Jewish Federation of New York,93,4,100.0,4
1892,Democracy Now!,74,2,100.0,4
1893,"Comic Relief, Inc.",96,4,87.5,3
1894,National Medical Fellowships,97,4,84.1,3
1895,Stephen Siller Tunnel to Towers Foundation,100,4,97.5,4
1896,Pajama Program,100,4,97.41,4
1897,Haitian Education & Leadership Program,88,3,80.32,3
1898,Women's Link Worldwide Inc.,73,2,84.58,3
1899,The Joe Torre Safe At Home Foundation,100,4,83.1,3
1900,American Friends of Chabad of Thailand,51,0,68.79,1
1901,Bivona Child Advocacy Center,100,4,98.32,4
1902,EMpower,100,4,88.71,3
1903,World Animal Protection,97,4,73.1,2
1904,Arts Empowering Life,52,0,97.5,4
1905,American Friends of Nishmat,92,4,86.55,3
1906,GLSEN,97,4,74.76,2
1907,Per Scholas,96,4,91.24,4
1908,ICNA Relief USA,93,4,95.0,4
1909,Bermuda Institute of Ocean Sciences,92,4,96.54,4
1910,Pegasus Therapeutic Riding,74,2,81.11,3
1911,Trickle Up,100,4,93.71,4
1912,United Way of Dutchess-Orange Region,100,4,90.32,4
1913,The American Classical Orchestra,89,3,87.6,3
1914,Student Leadership Network,100,4,92.12,4
1915,Community Foundation of Orange County,96,4,84.73,3
1916,Friends of the Children NY,89,3,83.91,3
1917,HonestReporting.com,89,3,95.0,4
1918,Getting Out and Staying Out,92,4,92.82,4
1919,Urban Assembly,93,4,67.41,1
1920,Brooklyn Historical Society,100,4,85.65,3
1921,Edith and Carl Marks Jewish Community House of Bensonhurst,93,4,96.83,4
1922,YMCA of Long Island,89,3,89.68,3
1923,Grenville Baker Boys & Girls Club,96,4,84.54,3
1924,North Shore Animal League America,97,4,77.45,2
1925,Brooklyn Museum,90,4,86.69,3
1926,Guide Dog Foundation for the Blind,97,4,86.9,3
1927,Planting Fields Foundation,78,2,77.28,2
1928,The Parrish Art Museum,96,4,79.37,2
1929,Long Island Council on Alcoholism & Drug Dependence,89,3,72.61,2
1930,Children's Bible Fellowship of New York,44,0,82.0,3
1931,Cold Spring Harbor Laboratory,89,3,94.96,4
1932,New York Hall of Science,97,4,89.94,3
1933,Boys & Girls Club of Oyster Bay - East Norwich,88,3,89.59,3
1934,Brooklyn Academy of Music,96,4,79.37,2
1935,Bayith Lepleitot,48,0,70.0,2
1936,Advocates for Children of New York,96,4,92.11,4
1937,Brooklyn Botanic Garden,94,4,90.19,4
1938,Hineni,59,1,83.74,3
1939,Landmark on Main Street,85,3,87.56,3
1940,Planned Parenthood Hudson Peconic,82,3,89.84,3
1941,Fifth Avenue Committee,89,3,88.09,3
1942,ParentChild+,93,4,97.5,4
1943,Brooklyn Teen Challenge,96,4,96.5,4
1944,The Museum of Chinese in America,85,3,77.1,2
1945,Dystrophic Epidermolysis Bullosa Research Association of America (debra of America),100,4,89.29,3
1946,Long Island Cares,100,4,88.02,3
1947,INCLUDEnyc,96,4,87.71,3
1948,Committee for Hispanic Children & Families,90,4,78.34,2
1949,FDNY Foundation,100,4,93.04,4
1950,Chofetz Chaim Heritage Foundation,82,3,80.78,3
1951,Make-A-Wish Foundation of Metro New York and Western New York,97,4,77.95,2
1952,Fund for Public Schools,92,4,87.5,3
1953,Jewish Community Council of Greater Coney Island,100,4,85.0,3
1954,"Make-A-Wish Foundation of Suffolk County, NY",97,4,90.74,4
1955,The INN,100,4,89.51,3
1956,Museum of the Moving Image,89,3,74.07,2
1957,National Association of Scholars,89,3,98.14,4
1958,Ronald McDonald House Charities New York Metro,96,4,85.72,3
1959,The Life Center of Long Island,96,4,77.38,2
1960,Habitat for Humanity of Suffolk Inc,96,4,93.56,4
1961,Prospect Park Alliance,97,4,79.92,2
1962,The Long Island Alzheimer's and Dementia Center,100,4,91.1,4
1963,Chai Lifeline,94,4,85.91,3
1964,Nassau County Museum of Art,85,3,82.8,3
1965,Long Island Children's Museum,96,4,80.37,3
1966,Brooklyn Youth Chorus Academy,85,3,81.05,3
1967,Hamptons International Film Festival,89,3,89.76,3
1968,Island Harvest,100,4,88.22,3
1969,The Boomer Esiason Foundation,100,4,86.38,3
1970,Classroom Central,100,4,100.0,4
1971,East Coast Greenway,92,4,97.5,4
1972,Center for Teaching Quality,85,3,74.32,2
1973,American Dance Festival,85,3,87.56,3
1974,National MPS Society,100,4,98.82,4
1975,The V Foundation,100,4,94.45,4
1976,American Kennel Club Canine Health Foundation,100,4,96.95,4
1977,Samaritan's Feet,93,4,90.0,4
1978,Rise Against Hunger,100,4,85.0,3
1979,National Inclusion Project,81,3,87.88,3
1980,Hagar USA,100,4,66.47,1
1981,24 Foundation,89,3,84.42,3
1982,Ronald McDonald House of Charlotte,96,4,81.62,3
1983,Chordoma Foundation,100,4,87.4,3
1984,Global Service Network,67,1,95.0,4
1985,Brother Wolf Animal Rescue,93,4,92.07,4
1986,Wine To Water,92,4,77.65,2
1987,National Association of Police Athletic/Activities League,92,4,85.0,3
1988,Swim Across America,96,4,95.0,4
1989,Free The Kids,96,4,95.0,4
1990,Christian Research Institute,67,1,71.24,2
1991,Forsyth Humane Society,89,3,88.37,3
1992,North Carolina Museum of Art Foundation,85,3,75.4,2
1993,American Whitewater,100,4,95.83,4
1994,Greensboro Jewish Federation,89,3,100.0,4
1995,Crisis Control Ministry,96,4,85.0,3
1996,United Way of Forsyth County - NC,100,4,74.23,2
1997,Heart for Lebanon Foundation,100,4,97.12,4
1998,Military Missions in Action,62,1,92.5,4
1999,"Put On The BRAKES,  B.R.A.K.E.S.",81,3,95.0,4
2000,Purple Heart Homes,89,3,79.71,2
2001,Capitol Commission,89,3,79.34,2
2002,MiracleFeet,100,4,95.75,4
2003,North Carolina Opera,81,3,78.68,2
2004,United Way of Cass-Clay,96,4,99.35,4
2005,YWCA Cass Clay,86,3,98.49,4
2006,Northlands Rescue Mission,90,4,85.3,3
2007,Prairie Public Broadcasting,93,4,85.81,3
2008,Ronald McDonald House Charities of the Red River Valley,93,4,83.81,3
2009,North Dakota Museum of Art,77,2,96.56,4
2010,Missouri Slope Areawide United Way,74,2,97.5,4
2011,Friends of Chimbote,89,3,79.05,2
2012,Delta Waterfowl Foundation,89,3,88.78,3
2013,Maltz Museum of Jewish Heritage,81,3,92.19,4
2014,Remember Nhu,93,4,97.5,4
2015,Honor Flight Network,89,3,95.68,4
2016,Flying Horse Farms,96,4,68.71,1
2017,Fugees Family,89,3,85.2,3
2018,Restavek Freedom,97,4,98.32,4
2019,Humane Society of Summit County,96,4,78.55,2
2020,May Dugan Center,92,4,90.0,4
2021,The King Arts Complex,77,2,88.65,3
2022,Circle Health Services,93,4,86.24,3
2023,The Centers for Families and Children,82,3,83.36,3
2024,United Way of Medina County,89,3,84.84,3
2025,FreeStore FoodBank,100,4,91.34,4
2026,"United Way of Warren County, Ohio",89,3,64.48,1
2027,American Civil Liberties Union of Ohio Foundation,96,4,81.31,3
2028,Dayton Contemporary Dance Company,85,3,86.77,3
2029,Evangelistic Outreach Ministries,63,1,94.17,4
2030,Playhouse Square Foundation,82,3,92.5,4
2031,Heartbeat International,89,3,87.88,3
2032,Rescue Village,96,4,96.81,4
2033,SICSA Pet Adoption and Wellness Center,96,4,93.51,4
2034,Love Without Boundaries Foundation,96,4,91.68,4
2035,White Fields,59,1,73.9,2
2036,Oklahoma City Boathouse Foundation,89,3,93.9,4
2037,The Tulsa Symphony Orchestra,77,2,94.65,4
2038,Toby Keith Foundation,96,4,82.5,3
2039,Oklahoma Humane Society,97,4,84.27,3
2040,Oklahoma City Ballet,85,3,97.6,4
2041,Bartlesville Regional United Way,89,3,81.71,3
2042,Special Olympics Oklahoma,88,3,93.18,4
2043,Water4,81,3,83.13,3
2044,National Cowboy and Western Heritage Museum,82,3,86.55,3
2045,Regional Food Bank Foundation,96,4,94.36,4
2046,Tulsa Botanic Garden,89,3,84.68,3
2047,Tulsa Library Trust,78,2,87.5,3
2048,The Oklahoma City Museum of Art,100,4,86.96,3
2049,Oral Roberts Evangelistic Association,67,1,72.5,2
2050,"Boy Scouts of America, Indian Nations Council",81,3,91.53,4
2051,Camp Fire Green Country,89,3,84.08,3
2052,Jewish Federation of Tulsa,85,3,97.04,4
2053,YWCA OKC,96,4,100.0,4
2054,Philbrook Museum of Art,89,3,89.34,3
2055,YWCA Tulsa,89,3,88.86,3
2056,Oklahoma Medical Research Foundation,100,4,97.34,4
2057,Tulsa Area United Way,89,3,91.63,4
2058,United Way of Central Oklahoma,93,4,88.43,3
2059,Urban League of Greater Oklahoma City,89,3,81.92,3
2060,Hope Harbor Children's Home & Family Ministries,70,2,86.2,3
2061,Catholic Charities of the Archdiocese of Oklahoma City,96,4,87.1,3
2062,Tulsa Opera,89,3,78.57,2
2063,Mental Health Association in Tulsa,92,4,88.79,3
2064,Cookson Hills Christian School,100,4,91.15,4
2065,Tulsa Ballet,89,3,99.14,4
2066,United Way of Norman,100,4,76.06,2
2067,Science Museum Oklahoma,97,4,93.98,4
2068,World Neighbors,100,4,89.94,3
2069,"City Rescue Mission, Oklahoma City",100,4,86.57,3
2070,United Way of Ponca City,89,3,88.83,3
2071,Junior Achievement of Oklahoma,93,4,95.9,4
2072,Neighbor For Neighbor,62,1,92.84,4
2073,Crosstown Learning Center,89,3,92.71,4
2074,Allied Arts,100,4,83.55,3
2075,Tulsa Zoo Friends,89,3,84.96,3
2076,"Center for Children and Families, Inc",100,4,87.44,3
2077,World Compassion Terry Law Ministries,81,3,82.5,3
2078,Little Light House,100,4,94.82,4
2079,Street School,100,4,96.81,4
2080,Lyric Theatre,89,3,92.41,4
2081,Reaching Souls International,97,4,90.99,4
2082,Oklahoma Arts Institute,81,3,88.66,3
2083,"Domestic Violence Intervention Services, Inc. (DVIS)",93,4,90.47,4
2084,Restore Hope Ministries,100,4,93.84,4
2085,Emergency Infant Services,100,4,87.56,3
2086,Regional Food Bank of Oklahoma,96,4,94.36,4
2087,Ronald McDonald House Charities of Oklahoma City,100,4,73.88,2
2088,A Chance to Change,89,3,84.14,3
2089,Jesus House,89,3,94.93,4
2090,Make-A-Wish Oklahoma,97,4,79.94,2
2091,Community Food Bank of Eastern Oklahoma,100,4,100.0,4
2092,Adelante Mujeres,70,2,92.5,4
2093,Cat Adoption Team,85,3,97.5,4
2094,Classic Wines Auction,85,3,76.98,2
2095,Health In Harmony,96,4,88.34,3
2096,Oregon Health & Science University Foundation,89,3,97.19,4
2097,SnowCap Community Charities,93,4,90.74,4
2098,BRING Recycling,96,4,92.53,4
2099,Boys & Girls Club of Corvallis,89,3,98.26,4
2100,Holt International Children's Services,100,4,72.79,2
2101,The Oregon Community Foundation,96,4,93.36,4
2102,Chamber Music Northwest,100,4,93.74,4
2103,Oregon Wild,100,4,83.04,3
2104,Child Aid,100,4,85.98,3
2105,Grantmakers for Education,89,3,77.46,2
2106,Mike Silva International,100,4,78.61,2
2107,World Pulse Voices,89,3,73.7,2
2108,Village Missions,96,4,75.52,2
2109,Xerces Society for Invertebrate Conservation,97,4,88.14,3
2110,High Desert Museum,96,4,97.5,4
2111,Stand for Children Leadership Center,96,4,88.95,3
2112,New Buildings Institute,100,4,86.87,3
2113,Camphill Soltane Foundation,59,1,87.32,3
2114,Adult Congenital Heart Association,96,4,75.61,2
2115,Foundation for Individual Rights in Education,97,4,95.04,4
2116,Flashes of Hope,96,4,80.47,3
2117,Bryn Mawr Film Institute,97,4,85.34,3
2118,AIM for Seva,100,4,86.26,3
2119,American Bible Society,92,4,81.4,3
2120,Maccabi USA,100,4,78.22,2
2121,Barnabas Aid,92,4,67.44,1
2122,Heaven's Family,100,4,93.54,4
2123,The Challenge Program Inc.,89,3,59.13,1
2124,Friends of Ofanim,81,3,86.52,3
2125,Broad Street Ministry,92,4,87.97,3
2126,Community Partnership School,93,4,90.72,4
2127,Venture Outdoors,89,3,74.11,2
2128,Jon Bon Jovi Soul Foundation,96,4,90.0,4
2129,Medical Students for Choice,89,3,85.45,3
2130,Visioncorps Foundation,100,4,90.59,4
2131,The Pocket Testament League,89,3,92.21,4
2132,Philadelphia Academies Inc.,96,4,74.65,2
2133,Helping Harvest,100,4,87.5,3
2134,GBS|CIDP Foundation International,100,4,100.0,4
2135,Charcot-Marie-Tooth Association,100,4,99.31,4
2136,Domestic Violence Center of Chester County,86,3,96.41,4
2137,Philadelphia Chamber Music Society,81,3,86.41,3
2138,"Make-A-Wish® Philadelphia, Delaware & Susquehanna Valley",97,4,84.54,3
2139,Foundation of the Jewish Family & Childrens Services of Phila Inc.,100,4,88.27,3
2140,Women's Community Revitalization Project,100,4,94.21,4
2141,Next City,85,3,67.6,1
2142,American Anti-Vivisection Society,97,4,80.4,3
2143,The Committee of Seventy,88,3,87.28,3
2144,United Way of Southern Chester County,96,4,83.78,3
2145,The Academy of Natural Sciences of Drexel University,97,4,88.28,3
2146,Academy of Vocal Arts,92,4,80.16,3
2147,Jewish Family and Children's Service of Greater Philadelphia,100,4,88.27,3
2148,Big Brothers Big Sisters Independence Region,93,4,75.24,2
2149,Boys & Girls Club of Harrisburg,77,2,91.56,4
2150,"Boy Scouts of America, Hawk Mountain Council",85,3,82.64,3
2151,Boy Scouts of America Juniata Valley Council,89,3,87.01,3
2152,"Boy Scouts of America, Cradle of Liberty Council",92,4,90.14,4
2153,United Way of Lancaster County,100,4,86.56,3
2154,United Way of the Capital Region,100,4,87.15,3
2155,Alliance of Confessing Evangelicals,86,3,84.37,3
2156,Gershman Philadelphia Jewish Film Festival,77,2,68.7,1
2157,Pendle Hill,93,4,83.1,3
2158,Pennsylvania SPCA,96,4,88.8,3
2159,The Philadelphia Orchestra,84,3,79.71,2
2160,The Philadelphia Zoo,100,4,85.21,3
2161,VisionCorps,100,4,90.59,4
2162,Planned Parenthood Southeastern Pennsylvania,89,3,83.91,3
2163,Sunday Breakfast Rescue Mission,100,4,73.44,2
2164,Whosoever Gospel Mission,85,3,96.37,4
2165,"United Way of York County, Pennsylvania",100,4,94.51,4
2166,Settlement Music School,96,4,85.79,3
2167,Harrisburg Symphony Orchestra,85,3,84.7,3
2168,United Ukrainian American Relief Committee,62,1,90.0,4
2169,LancasterHistory.org,85,3,74.01,2
2170,Hillel of Greater Philadelphia,85,3,86.37,3
2171,Bucks County SPCA,89,3,95.76,4
2172,Humane Society of Harrisburg Area,85,3,89.56,3
2173,Philadelphia Museum of Art,91,4,92.3,4
2174,Philadelphia Futures,93,4,94.06,4
2175,Library Company of Philadelphia,85,3,81.36,3
2176,The Franklin Institute,89,3,87.07,3
2177,Associated Services for the Blind and Visually Impaired,85,3,72.07,2
2178,Brandywine Valley SPCA,100,4,92.5,4
2179,Woodmere Art Museum,100,4,82.57,3
2180,Humane Pennsylvania,100,4,95.0,4
2181,Bethesda Mission,96,4,86.85,3
2182,Hawk Mountain Sanctuary,96,4,87.88,3
2183,York County SPCA,75,2,81.32,3
2184,United Way of Bucks County,89,3,94.96,4
2185,"Animal Rescue League of Berks County, Inc.",100,4,100.0,4
2186,Montgomery County SPCA,100,4,87.52,3
2187,Liberty USO,78,2,79.24,2
2188,WHYY,97,4,88.14,3
2189,Providence Animal Center,100,4,86.48,3
2190,United Way of Lebanon County,89,3,85.44,3
2191,Jewish Federation of Greater Philadelphia,100,4,84.91,3
2192,Opera Company of Philadelphia,81,3,72.79,2
2193,Eisenhower Fellowships,100,4,92.54,4
2194,Police Athletic League of Philadelphia,97,4,76.61,2
2195,Allentown Art Museum,88,3,78.81,2
2196,United Way of Carlisle & Cumberland County,100,4,91.29,4
2197,United Way of Greater Philadelphia and Southern New Jersey,93,4,84.4,3
2198,Independence Seaport Museum,85,3,90.06,4
2199,WITF,100,4,77.36,2
2200,Pennsylvania Ballet,89,3,82.28,3
2201,Pearl S. Buck International,100,4,91.73,4
2202,InterServe USA,100,4,84.89,3
2203,United Way of Berks County,93,4,93.88,4
2204,WVIA Public Media,96,4,86.99,3
2205,Clean Air Council,89,3,96.51,4
2206,Lehigh Valley Community Foundation,96,4,97.5,4
2207,Little League Baseball,82,3,94.69,4
2208,Pennsylvania Adult & Teen Challenge,89,3,87.21,3
2209,ProJeCt of Easton,100,4,90.0,4
2210,Foreign Policy Research Institute,100,4,88.94,3
2211,Legacy Youth Tennis and Education,89,3,81.42,3
2212,Northeastern Pennsylvania Philharmonic Society,66,1,65.31,1
2213,Greater Philadelphia Cultural Alliance,89,3,87.77,3
2214,The National Centre for Padre Pio,81,3,82.57,3
2215,The African American Museum in Philadelphia,85,3,85.78,3
2216,Boys & Girls Clubs of Philadelphia,85,3,87.36,3
2217,Elmwood Park Zoo,86,3,95.0,4
2218,Juvenile Law Center,100,4,88.5,3
2219,Women's Way,89,3,94.66,4
2220,The Fabric Workshop and Museum,85,3,65.51,1
2221,Newport Art Museum ,100,4,70.86,2
2222,Boys & Girls Club of Pawtucket,89,3,85.12,3
2223,Jewish Alliance of Greater Rhode Island,89,3,95.65,4
2224,Westerly Public Library and Wilcox Park,89,3,84.05,3
2225,Rhode Island Historical Society,88,3,76.78,2
2226,Redwood Library & Athenaeum,89,3,63.62,1
2227,Providence Animal Rescue League,89,3,80.16,3
2228,Providence Public Library,85,3,84.06,3
2229,Newport Historical Society,85,3,81.64,3
2230,Audubon Society of Rhode Island,97,4,78.63,2
2231,Rhode Island Philharmonic Orchestra & Music School,85,3,84.53,3
2232,INSIGHT,100,4,91.19,4
2233,United Way of Rhode Island,100,4,81.15,3
2234,Boys & Girls Clubs of Newport County,85,3,94.17,4
2235,Potter League for Animals,100,4,89.98,3
2236,Save The Bay - Narragansett Bay,100,4,72.33,2
2237,Special Olympics of Rhode Island,77,2,86.11,3
2238,Rhode Island Community Food Bank,97,4,88.83,3
2239,Ronald McDonald House Charities of New England Inc.,96,4,71.02,2
2240,Rhode Island Public Radio,87,3,64.18,1
2241,Providence Rescue Mission,67,1,84.44,3
2242,Blithewold,89,3,81.99,3
2243,Rhode Island Zoological Society,100,4,74.65,2
2244,Gloria Gemma Breast Cancer Resource Foundation,77,2,85.56,3
2245,Plan International USA,100,4,77.04,2
2246,International Tennis Hall of Fame,89,3,76.62,2
2247,Community Preparatory School,85,3,82.5,3
2248,Trinity Repertory Company,96,4,87.07,3
2249,The Haitian Project,81,3,95.18,4
2250,Waterfire Providence,85,3,82.65,3
2251,The College Crusade of Rhode Island,100,4,87.6,3
2252,Naval War College Foundation,96,4,91.16,4
2253,American Leprosy Missions,97,4,78.51,2
